
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2494", "2493"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2495", "2494"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2496", "2495"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2497", "2496"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2498", "2497"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2499", "2498"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2500", "2499"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2501", "2500"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2502", "2501"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2503", "2502"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2504", "2503"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2505", "2504"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2506", "2505"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2507", "2506"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2508", "2507"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2509", "2508"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2510", "2509"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2511", "2510"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2512", "2511"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2513", "2512"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2514", "2513"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2515", "2514"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2516", "2515"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2517", "2516"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2518", "2517"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2519", "2518"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2520", "2519"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2521", "2520"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2522", "2521"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2523", "2522"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2524", "2523"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2525", "2524"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2526", "2525"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2527", "2526"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2528", "2527"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2529", "2528"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2530", "2529"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2531", "2530"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2531", "2531"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2532", "2531"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2532", "2532"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2533", "2532"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2533", "2533"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2534", "2533"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2535", "2534"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2536", "2535"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2537", "2536"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2538", "2537"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2539", "2538"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2540", "2539"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2541", "2540"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2542", "2541"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2543", "2542"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2544", "2543"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2545", "2544"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2546", "2545"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2547", "2546"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "110000", "2547"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "210000", "110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "310000", "210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "410000", "310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "510000", "410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "610000", "510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "710000", "610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "810000", "710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "910000", "810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1010000", "910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1110000", "1010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1210000", "1110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1310000", "1210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1410000", "1310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1510000", "1410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1610000", "1510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1710000", "1610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1810000", "1710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "1910000", "1810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2010000", "1910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2110000", "2010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2210000", "2110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2310000", "2210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2410000", "2310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2510000", "2410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2610000", "2510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2710000", "2610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2810000", "2710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2910000", "2810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3010000", "2910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3110000", "3010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3210000", "3110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3310000", "3210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3410000", "3310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3510000", "3410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3610000", "3510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3710000", "3610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3810000", "3710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "3810000", "3810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "4410000", "3810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "4510000", "4410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "4610000", "4510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "4710000", "4610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "4810000", "4710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "4910000", "4810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5010000", "4910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5210000", "5010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5310000", "5210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5510000", "5310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5510000", "5510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5610000", "5510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5710000", "5610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5810000", "5710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "5910000", "5810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6010000", "5910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6110000", "6010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6210000", "6110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6310000", "6210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6410000", "6310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6510000", "6410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6610000", "6510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6710000", "6610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6810000", "6710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "6910000", "6810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7010000", "6910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7110000", "7010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7210000", "7110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7310000", "7210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7410000", "7310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7610000", "7410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7710000", "7610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7810000", "7710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "7910000", "7810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8010000", "7910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8110000", "8010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8210000", "8110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8310000", "8210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8410000", "8310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8510000", "8410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8610000", "8510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8810000", "8610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "8810000", "8810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9010000", "8810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9110000", "9010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9210000", "9110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9310000", "9210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9410000", "9310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9510000", "9410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9610000", "9510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9710000", "9610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9810000", "9710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "9910000", "9810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10010000", "9910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10110000", "10010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10210000", "10110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10310000", "10210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10410000", "10310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10510000", "10410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10610000", "10510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10710000", "10610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10810000", "10710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "10910000", "10810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11010000", "10910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11110000", "11010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11210000", "11110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11310000", "11210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11410000", "11310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11510000", "11410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11610000", "11510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11710000", "11610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11810000", "11710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "11910000", "11810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12010000", "11910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12110000", "12010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12210000", "12110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12310000", "12210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12410000", "12310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12510000", "12410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12610000", "12510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12710000", "12610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12810000", "12710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "12910000", "12810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13010000", "12910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13110000", "13010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13210000", "13110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13310000", "13210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13410000", "13310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13510000", "13410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13610000", "13510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13710000", "13610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13810000", "13710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "13910000", "13810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14010000", "13910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14110000", "14010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14210000", "14110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14310000", "14210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14410000", "14310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14510000", "14410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14610000", "14510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14710000", "14610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14810000", "14710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "14910000", "14810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "15010000", "14910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "16710000", "15010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "17010000", "16710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18010000", "17010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18410000", "18010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18410000", "18410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18510000", "18410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18510000", "18510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18610000", "18510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18710000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18810000", "18710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "18910000", "18810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19010000", "18910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19110000", "19010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19210000", "19110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19310000", "19210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19410000", "19310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19510000", "19410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19610000", "19510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19710000", "19610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19810000", "19710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "19910000", "19810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20010000", "19910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20110000", "20010000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20210000", "20110000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20310000", "20210000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20410000", "20310000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20510000", "20410000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20610000", "20510000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20710000", "20610000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20810000", "20710000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "20910000", "20810000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "21010000", "20910000"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "21110000", "21010000"
