
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2248", "2247"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2249", "2248"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2250", "2249"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2251", "2250"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2252", "2251"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2253", "2252"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2254", "2253"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2255", "2254"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2256", "2255"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2257", "2256"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2257", "2257"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2258", "2257"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2259", "2258"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2260", "2259"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2261", "2260"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2262", "2261"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2263", "2262"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2264", "2263"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2265", "2264"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2266", "2265"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2267", "2266"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2268", "2267"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2269", "2268"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2270", "2269"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2271", "2270"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2272", "2271"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2273", "2272"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2274", "2273"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2275", "2274"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2276", "2275"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2277", "2276"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2278", "2277"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2278", "2278"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2279", "2278"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2280", "2279"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2281", "2280"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2282", "2281"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2283", "2282"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2284", "2283"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2285", "2284"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2286", "2285"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2287", "2286"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2288", "2287"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2289", "2288"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2290", "2289"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2291", "2290"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2292", "2291"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2293", "2292"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2294", "2293"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2295", "2294"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2296", "2295"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2297", "2296"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2298", "2297"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2299", "2298"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2300", "2299"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2300", "2300"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2301", "2300"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2301", "2301"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2302", "2301"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2302", "2302"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2303", "2302"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2304", "2303"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2305", "2304"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2306", "2305"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2307", "2306"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2308", "2307"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2309", "2308"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2310", "2309"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2311", "2310"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2312", "2311"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2313", "2312"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2314", "2313"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2315", "2314"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2316", "2315"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2317", "2316"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2317", "2317"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2318", "2317"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2319", "2318"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2320", "2319"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2321", "2320"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2321", "2321"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2322", "2321"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2323", "2322"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2323", "2323"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2324", "2323"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2324", "2324"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2325", "2324"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2325", "2325"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2326", "2325"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2326", "2326"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2326", "2326"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2326", "2326"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2327", "2326"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2327", "2327"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2328", "2327"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2328", "2328"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2328", "2328"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2328", "2328"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2329", "2328"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2329", "2329"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2330", "2329"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2330", "2330"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2331", "2330"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2332", "2331"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2333", "2332"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2334", "2333"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2334", "2334"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2335", "2334"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2336", "2335"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2336", "2336"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2337", "2336"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2338", "2337"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2339", "2338"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2340", "2339"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2340"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2341", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2341"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2342", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2343", "2342"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2343", "2343"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2344", "2343"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2344", "2344"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2345", "2344"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2345", "2345"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2346", "2345"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2346", "2346"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2347", "2346"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2347", "2347"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2348", "2347"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2348", "2348"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2349", "2348"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2350", "2349"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2351", "2350"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2352", "2351"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2353", "2352"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2354", "2353"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2354", "2354"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2355", "2354"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2356", "2355"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2357", "2356"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2358", "2357"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2359", "2358"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2360", "2359"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2361", "2360"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2362", "2361"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2362", "2362"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2363", "2362"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2364", "2363"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2365", "2364"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2366", "2365"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2366", "2366"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2367", "2366"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2368", "2367"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2368", "2368"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2369", "2368"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2370", "2369"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2371", "2370"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2372", "2371"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2373", "2372"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2374", "2373"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2375", "2374"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2375", "2375"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2375", "2375"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2376", "2375"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2377", "2376"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2378", "2377"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2378", "2378"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2378", "2378"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2379", "2378"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2380", "2379"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2381", "2380"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2382", "2381"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2383", "2382"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2384", "2383"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2385", "2384"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2386", "2385"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2387", "2386"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2388", "2387"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2389", "2388"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2390", "2389"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2391", "2390"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2392", "2391"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2393", "2392"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2394", "2393"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2395", "2394"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2396", "2395"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2397", "2396"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2398", "2397"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2399", "2398"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2400", "2399"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2401", "2400"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2402", "2401"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2403", "2402"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2403", "2403"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2404", "2403"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2405", "2404"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2406", "2405"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2407", "2406"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2408", "2407"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2409", "2408"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2410", "2409"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2411", "2410"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2412", "2411"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2413", "2412"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2414", "2413"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2415", "2414"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2416", "2415"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2417", "2416"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2418", "2417"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2419", "2418"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2420", "2419"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2421", "2420"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2422", "2421"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2423", "2422"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2424", "2423"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2425", "2424"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2426", "2425"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2427", "2426"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2428", "2427"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2429", "2428"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2430", "2429"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2431", "2430"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2432", "2431"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2433", "2432"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2434", "2433"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2435", "2434"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2436", "2435"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2437", "2436"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2438", "2437"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2439", "2438"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2440", "2439"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2441", "2440"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2442", "2441"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2443", "2442"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2444", "2443"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2445", "2444"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2446", "2445"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2447", "2446"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2448", "2447"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2449", "2448"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2450", "2449"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2451", "2450"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2452", "2451"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2453", "2452"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2454", "2453"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2455", "2454"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2456", "2455"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2457", "2456"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2458", "2457"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2458", "2458"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2459", "2458"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2459", "2459"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2460", "2459"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2460", "2460"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2461", "2460"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2462", "2461"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2463", "2462"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2464", "2463"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2465", "2464"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2466", "2465"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2467", "2466"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2468", "2467"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2469", "2468"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2470", "2469"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2471", "2470"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2472", "2471"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2473", "2472"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2474", "2473"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2475", "2474"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2476", "2475"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2477", "2476"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2478", "2477"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2479", "2478"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2480", "2479"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2481", "2480"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2482", "2481"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2483", "2482"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2483", "2483"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2483", "2483"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2483", "2483"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2484", "2483"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2485", "2484"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2486", "2485"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2487", "2486"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2488", "2487"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2489", "2488"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2490", "2489"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2491", "2490"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2492", "2491"
Sunday, 13 Jan 2013 02:37:23 GMT (2): Comparing frame numbers: "2493", "2492"
